
event: content
id: 137
data: -

event: content
id: 138
data:  Must

event: content
id: 139
data:  be

event: content
id: 140
data:  on

event: content
id: 141
data:  a

event: content
id: 142
data:  line

event: content
id: 143
data:  by

event: content
id: 144
data:  itself

event: content
id: 145
data: ,

event: content
id: 146
data:  no

event: content
id: 147
data:  extra

event: content
id: 148
data:  spaces

event: content
id: 149
data:  or

event: content
id: 150
data:  characters

event: content
id: 151
data: 
data: 

event: content
id: 152
data: -

event: content
id: 153
data:  Cons

event: content
id: 154
data: istent

event: content
id: 155
data:  use

event: content
id: 156
data:  ensures

event: content
id: 157
data:  predictable

event: content
id: 158
data:  slide

event: content
id: 159
data:  breaks

event: content
id: 160
data:  and

event: content
id: 161
data:  smooth

event: content
id: 162
data:  navigation

event: content
id: 163
data: 
data: 

event: content
id: 164
data: -

event: content
id: 165
data:  Some

event: content
id: 166
data:  tools

event: content
id: 167
data:  support

event: content
id: 168
data:  vertical

event: content
id: 169
data:  slides

event: content
id: 170
data:  with

event: content
id: 171
data:  double

event: content
id: 172
data:  separators

event: content
id: 173
data:  or

event: content
id: 174
data:  custom

event: content
id: 175
data:  regex

event: content
id: 176
data: 
data: 
data: 

event: content
id: 177
data: ---

event: content
id: 178
data:  

event: content
id: 179
data: 3

event: content
id: 180
data: 
data: 

event: content
id: 181
data: #

event: content
id: 182
data:  Header

event: content
id: 183
data:  Levels

event: content
id: 184
data:  Define

event: content
id: 185
data:  Slide

event: content
id: 186
data:  Titles

event: content
id: 187
data:  and

event: content
id: 188
data:  Structure

event: content
id: 189
data: 
data: 
data: 

event: content
id: 190
data: -

event: content
id: 191
data:  `

event: content
id: 192
data: #

event: content
id: 193
data: `

event: content
id: 194
data:  (

event: content
id: 195
data: H

event: content
id: 196
data: 1

event: content
id: 197
data: )

event: content
id: 198
data:  usually

event: content
id: 199
data:  marks

event: content
id: 200
data:  the

event: content
id: 201
data:  title

event: content
id: 202
data:  slide

event: content
id: 203
data:  or

event: content
id: 204
data:  main

event: content
id: 205
data:  section

event: content
id: 206
data: 
data: 

event: content
id: 207
data: -

event: content
id: 208
data:  `

event: content
id: 209
data: ##

event: content
id: 210
data: `

event: content
id: 211
data:  (

event: content
id: 212
data: H

event: content
id: 213
data: 2

event: content
id: 214
data: )

event: content
id: 215
data:  and

event: content
id: 216
data:  deeper

event: content
id: 217
data:  headers

event: content
id: 218
data:  create

event: content
id: 219
data:  slide

event: content
id: 220
data:  titles

event: content
id: 221
data:  or

event: content
id: 222
data:  subse

event: content
id: 223
data: ctions

event: content
id: 224
data: 
data: 

event: content
id: 225
data: -

event: content
id: 226
data:  Proper

event: content
id: 227
data:  header

event: content
id: 228
data:  hierarchy

event: content
id: 229
data:  helps

event: content
id: 230
data:  pars

event: content
id: 231
data: ers

event: content
id: 232
data:  organize

event: content
id: 233
data:  content

event: content
id: 234
data:  and

event: content
id: 235
data:  generate

event: content
id: 236
data:  TO

event: content
id: 237
data: Cs

event: content
id: 238
data: 
data: 

event: content
id: 239
data: -

event: content
id: 240
data:  Avoid

event: content
id: 241
data:  skipping

event: content
id: 242
data:  header

event: content
id: 243
data:  levels

event: content
id: 244
data:  to

event: content
id: 245
data:  maintain

event: content
id: 246
data:  clean

event: content
id: 247
data:  slide

event: content
id: 248
data:  flow

event: content
id: 249
data: 
data: 
data: 

event: content
id: 250
data: ---

event: content
id: 251
data:  

event: content
id: 252
data: 4

event: content
id: 253
data: 
data: 

event: content
id: 254
data: #

event: content
id: 255
data:  Content

event: content
id: 256
data:  Blocks

event: content
id: 257
data:  and

event: content
id: 258
data:  Inline

event: content
id: 259
data:  Parsing

event: content
id: 260
data: 
data: 
data: 

event: content
id: 261
data: -

event: content
id: 262
data:  Lists

event: content
id: 263
data:  (`

event: content
id: 264
data: -

event: content
id: 265
data: `,

event: content
id: 266
data:  `

event: content
id: 267
data: *

event: content
id: 268
data: `

event: content
id: 269
data: ),

event: content
id: 270
data:  code

event: content
id: 271
data:  blocks

event: content
id: 272
data:  (

event: content
id: 273
data: f

event: content
id: 274
data: enced

event: content
id: 275
data:  with

event: content
id: 276
data:  ```

event: content
id: 277
data: ),

event: content
id: 278
data:  images

event: content
id: 279
data: ,

event: content
id: 280
data:  and

event: content
id: 281
data:  links

event: content
id: 282
data:  are

event: content
id: 283
data:  parsed

event: content
id: 284
data:  as

event: content
id: 285
data:  usual

event: content
id: 286
data: 
data: 

event: content
id: 287
data: -

event: content
id: 288
data:  Inline

event: content
id: 289
data:  formatting

event: content
id: 290
data:  (

event: content
id: 291
data: bold

event: content
id: 292
data: ,

event: content
id: 293
data:  italic

event: content
id: 294
data: )

event: content
id: 295
data:  uses

event: content
id: 296
data:  `

event: content
id: 297
data: **

event: content
id: 298
data: `

event: content
id: 299
data:  or

event: content
id: 300
data:  `

event: content
id: 301
data: *

event: content
id: 302
data: `

event: content
id: 303
data:  and

event: content
id: 304
data:  is

event: content
id: 305
data:  preserved

event: content
id: 306
data:  in

event: content
id: 307
data:  slides

event: content
id: 308
data: 
data: 

event: content
id: 309
data: -

event: content
id: 310
data:  Code

event: content
id: 311
data:  blocks

event: content
id: 312
data:  maintain

event: content
id: 313
data:  formatting

event: content
id: 314
data:  and

event: content
id: 315
data:  can

event: content
id: 316
data:  be

event: content
id: 317
data:  syntax

event: content
id: 318
data: -highlight

event: content
id: 319
data: ed

event: content
id: 320
data:  if

event: content
id: 321
data:  supported

event: content
id: 322
data: 
data: 

event: content
id: 323
data: -

event: content
id: 324
data:  Images

event: content
id: 325
data:  use

event: content
id: 326
data:  `

event: content
id: 327
data: ![

event: content
id: 328
data: alt

event: content
id: 329
data: ](

event: content
id: 330
data: url

event: content
id: 331
data: )`

event: content
id: 332
data:  syntax

event: content
id: 333
data:  and

event: content
id: 334
data:  can

event: content
id: 335
data:  be

event: content
id: 336
data:  positioned

event: content
id: 337
data:  with

event: content
id: 338
data:  tool

event: content
id: 339
data: -specific

event: content
id: 340
data:  hints

event: content
id: 341
data: 
data: 
data: 

event: content
id: 342
data: ---

event: content
id: 343
data:  

event: content
id: 344
data: 5

event: content
id: 345
data: 
data: 

event: content
id: 346
data: #

event: content
id: 347
data:  Handling

event: content
id: 348
data:  Complex

event: content
id: 349
data:  Layout

event: content
id: 350
data: s

event: content
id: 351
data: :

event: content
id: 352
data:  Columns

event: content
id: 353
data:  and

event: content
id: 354
data:  Font

event: content
id: 355
data:  Scaling

event: content
id: 356
data: 
data: 
data: 

event: content
id: 357
data: -

event: content
id: 358
data:  Some

event: content
id: 359
data:  converters

event: content
id: 360
data:  (

event: content
id: 361
data: e

event: content
id: 362
data: .g

event: content
id: 363
data: .,

event: content
id: 364
data:  ppt

event: content
id: 365
data: x

event: content
id: 366
data: 2

event: content
id: 367
data: mar

event: content
id: 368
data: p

event: content
id: 369
data: )

event: content
id: 370
data:  use

event: content
id: 371
data:  heur

event: content
id: 372
data: istics

event: content
id: 373
data:  to

event: content
id: 374
data:  auto

event: content
id: 375
data: -create

event: content
id: 376
data:  multi

event: content
id: 377
data: -column

event: content
id: 378
data:  slides

event: content
id: 379
data:  based

event: content
id: 380
data:  on

event: content
id: 381
data:  content

event: content
id: 382
data:  density

event: content
id: 383
data: 
data: 

event: content
id: 384
data: -

event: content
id: 385
data:  Font

event: content
id: 386
data:  size

event: content
id: 387
data:  classes

event: content
id: 388
data:  (`

event: content
id: 389
data: small

event: content
id: 390
data: `,

event: content
id: 391
data:  `

event: content
id: 392
data: sm

event: content
id: 393
data: aller

event: content
id: 394
data: `)

event: content
id: 395
data:  may

event: content
id: 396
data:  be

event: content
id: 397
data:  applied

event: content
id: 398
data:  automatically

event: content
id: 399
data:  for

event: content
id: 400
data:  dense

event: content
id: 401
data:  slides

event: content
id: 402
data: 
data: 

event: content
id: 403
data: -

event: content
id: 404
data:  Image

event: content
id: 405
data:  alignment

event: content
id: 406
data:  hints

event: content
id: 407
data:  (

event: content
id: 408
data: left

event: content
id: 409
data: ,

event: content
id: 410
data:  center

event: content
id: 411
data: ,

event: content
id: 412
data:  right

event: content
id: 413
data: )

event: content
id: 414
data:  can

event: content
id: 415
data:  be

event: content
id: 416
data:  inferred

event: content
id: 417
data:  from

event: content
id: 418
data:  Markdown

event: content
id: 419
data:  or

event: content
id: 420
data:  metadata

event: content
id: 421
data: 
data: 

event: content
id: 422
data: -

event: content
id: 423
data:  Manual

event: content
id: 424
data:  CSS

event: content
id: 425
data:  or

event: content
id: 426
data:  slide

event: content
id: 427
data:  directives

event: content
id: 428
data:  can

event: content
id: 429
data:  override

event: content
id: 430
data:  heur

event: content
id: 431
data: istics

event: content
id: 432
data:  for

event: content
id: 433
data:  precise

event: content
id: 434
data:  control

event: content
id: 435
data: 
data: 
data: 

event: content
id: 436
data: ---

event: content
id: 437
data:  

event: content
id: 438
data: 6

event: content
id: 439
data: 
data: 

event: content
id: 440
data: #

event: content
id: 441
data:  Parsing

event: content
id: 442
data:  Challenges

event: content
id: 443
data:  and

event: content
id: 444
data:  Best

event: content
id: 445
data:  Practices

event: content
id: 446
data: 
data: 
data: 

event: content
id: 447
data: -

event: content
id: 448
data:  Avoid

event: content
id: 449
data:  mixing

event: content
id: 450
data:  tabs

event: content
id: 451
data:  and

event: content
id: 452
data:  spaces

event: content
id: 453
data:  to

event: content
id: 454
data:  prevent

event: content
id: 455
data:  parsing

event: content
id: 456
data:  errors

event: content
id: 457
data: 
data: 

event: content
id: 458
data: -

event: content
id: 459
data:  Keep

event: content
id: 460
data:  horizontal

event: content
id: 461
data:  rules

event: content
id: 462
data:  clean

event: content
id: 463
data:  and

event: content
id: 464
data:  consistent

event: content
id: 465
data:  for

event: content
id: 466
data:  reliable

event: content
id: 467
data:  slide

event: content
id: 468
data:  breaks

event: content
id: 469
data: 
data: 

event: content
id: 470
data: -

event: content
id: 471
data:  Use

event: content
id: 472
data:  blank

event: content
id: 473
data:  lines

event: content
id: 474
data:  to

event: content
id: 475
data:  separate

event: content
id: 476
data:  paragraphs

event: content
id: 477
data:  and

event: content
id: 478
data:  blocks

event: content
id: 479
data:  clearly

event: content
id: 480
data: 
data: 

event: content
id: 481
data: -

event: content
id: 482
data:  Test

event: content
id: 483
data:  your

event: content
id: 484
data:  Markdown

event: content
id: 485
data:  in

event: content
id: 486
data:  the

event: content
id: 487
data:  target

event: content
id: 488
data:  slide

event: content
id: 489
data:  tool

event: content
id: 490
data:  to

event: content
id: 491
data:  catch

event: content
id: 492
data:  quir

event: content
id: 493
data: ks

event: content
id: 494
data:  early

event: content
id: 495
data: 
data: 
data: 

event: content
id: 496
data: ---

event: content
id: 497
data:  

event: content
id: 498
data: 7

event: content
id: 499
data: 
data: 

event: content
id: 500
data: #

event: content
id: 501
data:  Tools

event: content
id: 502
data:  Lever

event: content
id: 503
data: aging

event: content
id: 504
data:  Markdown

event: content
id: 505
data:  Parsing

event: content
id: 506
data:  He

event: content
id: 507
data: ur

event: content
id: 508
data: istics

event: content
id: 509
data: 
data: 
data: 

event: content
id: 510
data: -

event: content
id: 511
data:  Mar

event: content
id: 512
data: p

event: content
id: 513
data: :

event: content
id: 514
data:  Single

event: content
id: 515
data:  Markdown

event: content
id: 516
data:  file

event: content
id: 517
data:  to

event: content
id: 518
data:  slides

event: content
id: 519
data: ,

event: content
id: 520
data:  uses

event: content
id: 521
data:  `

event: content
id: 522
data: ---

event: content
id: 523
data: `

event: content
id: 524
data:  for

event: content
id: 525
data:  slide

event: content
id: 526
data:  breaks

event: content
id: 527
data: ,

event: content
id: 528
data:  supports

event: content
id: 529
data:  themes

event: content
id: 530
data:  and

event: content
id: 531
data:  pagination

event: content
id: 532
data: 
data: 

event: content
id: 533
data: -

event: content
id: 534
data:  Reveal

event: content
id: 535
data: .js

event: content
id: 536
data: :

event: content
id: 537
data:  Supports

event: content
id: 538
data:  embedded

event: content
id: 539
data:  Markdown

event: content
id: 540
data:  with

event: content
id: 541
data:  `

event: content
id: 542
data: data

event: content
id: 543
data: -mark

event: content
id: 544
data: down

event: content
id: 545
data: `

event: content
id: 546
data:  attribute

event: content
id: 547
data: ,

event: content
id: 548
data:  customizable

event: content
id: 549
data:  separators

event: content
id: 550
data: 
data: 

event: content
id: 551
data: -

event: content
id: 552
data:  Jet

event: content
id: 553
data: Brains

event: content
id: 554
data:  IDE

event: content
id: 555
data: s

event: content
id: 556
data: :

event: content
id: 557
data:  Markdown

event: content
id: 558
data:  slide

event: content
id: 559
data:  preview

event: content
id: 560
data:  with

event: content
id: 561
data:  live

event: content
id: 562
data:  rendering

event: content
id: 563
data:  and

event: content
id: 564
data:  code

event: content
id: 565
data:  integration

event: content
id: 566
data: 
data: 

event: content
id: 567
data: -

event: content
id: 568
data:  ppt

event: content
id: 569
data: x

event: content
id: 570
data: 2

event: content
id: 571
data: mar

event: content
id: 572
data: p

event: content
id: 573
data: :

event: content
id: 574
data:  Converts

event: content
id: 575
data:  Power

event: content
id: 576
data: Point

event: content
id: 577
data:  to

event: content
id: 578
data:  Markdown

event: content
id: 579
data:  slides

event: content
id: 580
data:  with

event: content
id: 581
data:  layout

event: content
id: 582
data:  heur

event: content
id: 583
data: istics

event: content
id: 584
data:  and

event: content
id: 585
data:  formula

event: content
id: 586
data:  parsing

event: content
id: 587
data: 
data: 
data: 

event: content
id: 588
data: ---

event: content
id: 589
data:  

event: content
id: 590
data: 8

event: content
id: 591
data: 
data: 

event: content
id: 592
data: #

event: content
id: 593
data:  Visual

event: content
id: 594
data:  Enh

event: content
id: 595
data: ancements

event: content
id: 596
data:  via

event: content
id: 597
data:  Markdown

event: content
id: 598
data:  Extensions

event: content
id: 599
data: 
data: 
data: 

event: content
id: 600
data: -

event: content
id: 601
data:  Mermaid

event: content
id: 602
data:  diagrams

event: content
id: 603
data:  embedded

event: content
id: 604
data:  with

event: content
id: 605
data:  fenced

event: content
id: 606
data:  code

event: content
id: 607
data:  blocks

event: content
id: 608
data:  for

event: content
id: 609
data:  flow

event: content
id: 610
data: charts

event: content
id: 611
data:  and

event: content
id: 612
data:  graphs

event: content
id: 613
data: 
data: 

event: content
id: 614
data: -

event: content
id: 615
data:  Speaker

event: content
id: 616
data:  notes

event: content
id: 617
data:  using

event: content
id: 618
data:  special

event: content
id: 619
data:  syntax

event: content
id: 620
data:  or

event: content
id: 621
data:  comments

event: content
id: 622
data:  recognized

event: content
id: 623
data:  by

event: content
id: 624
data:  some

event: content
id: 625
data:  pars

event: content
id: 626
data: ers

event: content
id: 627
data: 
data: 

event: content
id: 628
data: -

event: content
id: 629
data:  Background

event: content
id: 630
data:  images

event: content
id: 631
data:  and

event: content
id: 632
data:  slide

event: content
id: 633
data:  themes

event: content
id: 634
data:  set

event: content
id: 635
data:  via

event: content
id: 636
data:  front

event: content
id: 637
data: -m

event: content
id: 638
data: atter

event: content
id: 639
data:  or

event: content
id: 640
data:  special

event: content
id: 641
data:  comments

event: content
id: 642
data: 
data: 

event: content
id: 643
data: -

event: content
id: 644
data:  Custom

event: content
id: 645
data:  CSS

event: content
id: 646
data:  injection

event: content
id: 647
data:  for

event: content
id: 648
data:  advanced

event: content
id: 649
data:  styling

event: content
id: 650
data:  beyond

event: content
id: 651
data:  Markdown

event: content
id: 652
data:  defaults

event: content
id: 653
data: 
data: 
data: 

event: content
id: 654
data: ---

event: content
id: 655
data:  

event: content
id: 656
data: 9

event: content
id: 657
data: 
data: 

event: content
id: 658
data: #

event: content
id: 659
data:  Summary

event: content
id: 660
data: :

event: content
id: 661
data:  Key

event: content
id: 662
data:  Take

event: content
id: 663
data: aways

event: content
id: 664
data:  for

event: content
id: 665
data:  Markdown

event: content
id: 666
data:  Slide

event: content
id: 667
data:  Generation

event: content
id: 668
data: 
data: 
data: 

event: content
id: 669
data: -

event: content
id: 670
data:  Use

event: content
id: 671
data:  `

event: content
id: 672
data: ---

event: content
id: 673
data: `

event: content
id: 674
data:  lines

event: content
id: 675
data:  to

event: content
id: 676
data:  clearly

event: content
id: 677
data:  separate

event: content
id: 678
data:  slides

event: content
id: 679
data: 
data: 

event: content
id: 680
data: -

event: content
id: 681
data:  Structure

event: content
id: 682
data:  content

event: content
id: 683
data:  with

event: content
id: 684
data:  headers

event: content
id: 685
data:  for

event: content
id: 686
data:  logical

event: content
id: 687
data:  flow

event: content
id: 688
data: 
data: 

event: content
id: 689
data: -

event: content
id: 690
data:  Le

event: content
id: 691
data: verage

event: content
id: 692
data:  tool

event: content
id: 693
data: -specific

event: content
id: 694
data:  features

event: content
id: 695
data:  for

event: content
id: 696
data:  layout

event: content
id: 697
data:  and

event: content
id: 698
data:  styling

event: content
id: 699
data: 
data: 

event: content
id: 700
data: -

event: content
id: 701
data:  Validate

event: content
id: 702
data:  Markdown

event: content
id: 703
data:  in

event: content
id: 704
data:  your

event: content
id: 705
data:  chosen

event: content
id: 706
data:  slide

event: content
id: 707
data:  generator

event: content
id: 708
data:  early

event: content
id: 709
data:  and

event: content
id: 710
data:  often

event: content
id: 711
data: 
data: 
data: 

event: content
id: 712
data: ---

event: content
id: 713
data:  

event: content
id: 714
data: 10

event: content
id: 715
data: 
data: 

event: content
id: 716
data: #

event: content
id: 717
data:  Ready

event: content
id: 718
data:  to

event: content
id: 719
data:  Create

event: content
id: 720
data:  Your

event: content
id: 721
data:  Markdown

event: content
id: 722
data:  Slides

event: content
id: 723
data: ?
data: 
data: 

event: content
id: 724
data: -

event: content
id: 725
data:  Start

event: content
id: 726
data:  simple

event: content
id: 727
data: :

event: content
id: 728
data:  write

event: content
id: 729
data:  content

event: content
id: 730
data:  with

event: content
id: 731
data:  headers

event: content
id: 732
data:  and

event: content
id: 733
data:  `

event: content
id: 734
data: ---

event: content
id: 735
data: `

event: content
id: 736
data:  separators

event: content
id: 737
data: 
data: 

event: content
id: 738
data: -

event: content
id: 739
data:  Experiment

event: content
id: 740
data:  with

event: content
id: 741
data:  images

event: content
id: 742
data: ,

event: content
id: 743
data:  code

event: content
id: 744
data:  blocks

event: content
id: 745
data: ,

event: content
id: 746
data:  and

event: content
id: 747
data:  lists

event: content
id: 748
data:  for

event: content
id: 749
data:  rich

event: content
id: 750
data:  slides

event: content
id: 751
data: 
data: 

event: content
id: 752
data: -

event: content
id: 753
data:  Explore

event: content
id: 754
data:  tools

event: content
id: 755
data:  like

event: content
id: 756
data:  Mar

event: content
id: 757
data: p

event: content
id: 758
data:  and

event: content
id: 759
data:  Reveal

event: content
id: 760
data: .js

event: content
id: 761
data:  for

event: content
id: 762
data:  easy

event: content
id: 763
data:  conversion

event: content
id: 764
data: 
data: 

event: content
id: 765
data: -

event: content
id: 766
data:  Master

event: content
id: 767
data: ing

event: content
id: 768
data:  parsing

event: content
id: 769
data:  heur

event: content
id: 770
data: istics

event: content
id: 771
data:  unlock

event: content
id: 772
data: s

event: content
id: 773
data:  fast

event: content
id: 774
data: ,

event: content
id: 775
data:  flexible

event: content
id: 776
data:  presentations

event: content
id: 777
data: !
data: 

event: content
id: 778
data: ```

event: done
id: 779
data: stop

